image_path,text,label
images/dry/R_10093.jpg,metal or glass recyclable item,dry
images/dry/cardboard283 2.jpg,metal or glass recyclable item,dry
images/dry/R_10508.jpg,plastic bottle waste,dry
images/dry/R_10520.jpg,metal or glass recyclable item,dry
images/dry/metal136.jpg,plastic bottle waste,dry
images/dry/cardboard193.jpg,plastic bottle waste,dry
images/dry/plastic63.jpg,plastic bottle waste,dry
images/dry/cardboard72.jpg,dry recyclable household waste,dry
images/dry/R_10246.jpg,metal or glass recyclable item,dry
images/dry/plastic77.jpg,metal or glass recyclable item,dry
images/dry/cardboard187.jpg,plastic bottle waste,dry
images/dry/cardboard66.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10252.jpg,metal or glass recyclable item,dry
images/dry/R_10534.jpg,paper or cardboard recyclable waste,dry
images/dry/metal122.jpg,dry recyclable household waste,dry
images/dry/glass416.jpg,dry recyclable household waste,dry
images/dry/glass370.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard99.jpg,dry recyclable household waste,dry
images/dry/cardboard182 2.jpg,plastic bottle waste,dry
images/dry/plastic88.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard178.jpg,dry recyclable household waste,dry
images/dry/glass364.jpg,paper or cardboard recyclable waste,dry
images/dry/glass402.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10285.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard150.jpg,dry recyclable household waste,dry
images/dry/glass358.jpg,dry recyclable household waste,dry
images/dry/plastic9.jpg,dry recyclable household waste,dry
images/dry/R_10291.jpg,dry recyclable household waste,dry
images/dry/cardboard144.jpg,dry recyclable household waste,dry
images/dry/plastic179.jpg,plastic bottle waste,dry
images/dry/R_10468.jpg,paper or cardboard recyclable waste,dry
images/dry/metal56.jpg,plastic bottle waste,dry
images/dry/R_11010.jpg,dry recyclable household waste,dry
images/dry/metal42.jpg,plastic bottle waste,dry
images/dry/R_11004.jpg,plastic bottle waste,dry
images/dry/R_10454.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic145.jpg,plastic bottle waste,dry
images/dry/cardboard243 2.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10332.jpg,metal or glass recyclable item,dry
images/dry/cardboard206 2.jpg,metal or glass recyclable item,dry
images/dry/R_10326.jpg,metal or glass recyclable item,dry
images/dry/R_11038.jpg,plastic bottle waste,dry
images/dry/plastic151.jpg,metal or glass recyclable item,dry
images/dry/R_10440.jpg,dry recyclable household waste,dry
images/dry/glass204.jpg,paper or cardboard recyclable waste,dry
images/dry/metal95.jpg,dry recyclable household waste,dry
images/dry/metal81.jpg,dry recyclable household waste,dry
images/dry/glass210.jpg,dry recyclable household waste,dry
images/dry/cardboard142 2.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic186.jpg,plastic bottle waste,dry
images/dry/R_10497.jpg,dry recyclable household waste,dry
images/dry/cardboard107 2.jpg,metal or glass recyclable item,dry
images/dry/glass238.jpg,plastic bottle waste,dry
images/dry/R_10483.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic192.jpg,metal or glass recyclable item,dry
images/dry/cardboard86 2.jpg,dry recyclable household waste,dry
images/dry/metal268.jpg,metal or glass recyclable item,dry
images/dry/R_10118.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic409.jpg,metal or glass recyclable item,dry
images/dry/R_10130.jpg,metal or glass recyclable item,dry
images/dry/plastic421.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic347.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10656.jpg,dry recyclable household waste,dry
images/dry/metal240.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10642.jpg,dry recyclable household waste,dry
images/dry/metal254.jpg,metal or glass recyclable item,dry
images/dry/plastic353.jpg,dry recyclable household waste,dry
images/dry/plastic435.jpg,dry recyclable household waste,dry
images/dry/R_10124.jpg,metal or glass recyclable item,dry
images/dry/R_10871.jpg,dry recyclable household waste,dry
images/dry/R_10865.jpg,dry recyclable household waste,dry
images/dry/metal3.jpg,plastic bottle waste,dry
images/dry/cardboard226.jpg,dry recyclable household waste,dry
images/dry/metal283.jpg,dry recyclable household waste,dry
images/dry/R_10695.jpg,plastic bottle waste,dry
images/dry/plastic384.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic390.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10859.jpg,metal or glass recyclable item,dry
images/dry/metal297.jpg,plastic bottle waste,dry
images/dry/R_10681.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard232.jpg,metal or glass recyclable item,dry
images/dry/cardboard140 2.jpg,plastic bottle waste,dry
images/dry/plastic386.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10697.jpg,paper or cardboard recyclable waste,dry
images/dry/metal281.jpg,plastic bottle waste,dry
images/dry/cardboard224.jpg,plastic bottle waste,dry
images/dry/cardboard105 2.jpg,plastic bottle waste,dry
images/dry/cardboard230.jpg,dry recyclable household waste,dry
images/dry/R_10683.jpg,dry recyclable household waste,dry
images/dry/metal295.jpg,metal or glass recyclable item,dry
images/dry/plastic392.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10873.jpg,metal or glass recyclable item,dry
images/dry/cardboard218.jpg,dry recyclable household waste,dry
images/dry/metal1.jpg,metal or glass recyclable item,dry
images/dry/R_10867.jpg,paper or cardboard recyclable waste,dry
images/dry/metal242.jpg,metal or glass recyclable item,dry
images/dry/R_10654.jpg,plastic bottle waste,dry
images/dry/plastic345.jpg,plastic bottle waste,dry
images/dry/cardboard241 2.jpg,dry recyclable household waste,dry
images/dry/plastic423.jpg,dry recyclable household waste,dry
images/dry/R_10132.jpg,metal or glass recyclable item,dry
images/dry/cardboard204 2.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10126.jpg,metal or glass recyclable item,dry
images/dry/plastic437.jpg,plastic bottle waste,dry
images/dry/plastic351.jpg,metal or glass recyclable item,dry
images/dry/metal256.jpg,metal or glass recyclable item,dry
images/dry/R_10898.jpg,dry recyclable household waste,dry
images/dry/R_10640.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic379.jpg,metal or glass recyclable item,dry
images/dry/R_10668.jpg,plastic bottle waste,dry
images/dry/R_10495.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic184.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic190.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard79 2.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10481.jpg,plastic bottle waste,dry
images/dry/cardboard319 2.jpg,plastic bottle waste,dry
images/dry/metal97.jpg,plastic bottle waste,dry
images/dry/glass206.jpg,plastic bottle waste,dry
images/dry/glass212.jpg,metal or glass recyclable item,dry
images/dry/metal83.jpg,metal or glass recyclable item,dry
images/dry/metal68.jpg,dry recyclable household waste,dry
images/dry/R_10330.jpg,dry recyclable household waste,dry
images/dry/plastic147.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10456.jpg,dry recyclable household waste,dry
images/dry/R_10442.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic153.jpg,metal or glass recyclable item,dry
images/dry/R_10324.jpg,plastic bottle waste,dry
images/dry/R_11012.jpg,plastic bottle waste,dry
images/dry/metal54.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard84 2.jpg,paper or cardboard recyclable waste,dry
images/dry/R_11006.jpg,dry recyclable household waste,dry
images/dry/metal40.jpg,dry recyclable household waste,dry
images/dry/R_10318.jpg,dry recyclable household waste,dry
images/dry/cardboard152.jpg,plastic bottle waste,dry
images/dry/R_10287.jpg,metal or glass recyclable item,dry
images/dry/glass428.jpg,plastic bottle waste,dry
images/dry/cardboard146.jpg,metal or glass recyclable item,dry
images/dry/R_10293.jpg,metal or glass recyclable item,dry
images/dry/glass372.jpg,metal or glass recyclable item,dry
images/dry/glass414.jpg,metal or glass recyclable item,dry
images/dry/glass400.jpg,metal or glass recyclable item,dry
images/dry/glass366.jpg,dry recyclable household waste,dry
images/dry/R_10244.jpg,metal or glass recyclable item,dry
images/dry/cardboard70.jpg,plastic bottle waste,dry
images/dry/plastic61.jpg,metal or glass recyclable item,dry
images/dry/cardboard191.jpg,metal or glass recyclable item,dry
images/dry/metal134.jpg,dry recyclable household waste,dry
images/dry/R_10522.jpg,paper or cardboard recyclable waste,dry
images/dry/metal120.jpg,metal or glass recyclable item,dry
images/dry/R_10536.jpg,plastic bottle waste,dry
images/dry/cardboard324 2.jpg,dry recyclable household waste,dry
images/dry/glass399.jpg,plastic bottle waste,dry
images/dry/cardboard361 2.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10250.jpg,metal or glass recyclable item,dry
images/dry/cardboard44 2.jpg,dry recyclable household waste,dry
images/dry/cardboard64.jpg,dry recyclable household waste,dry
images/dry/cardboard185.jpg,metal or glass recyclable item,dry
images/dry/plastic75.jpg,dry recyclable household waste,dry
images/dry/R_10278.jpg,plastic bottle waste,dry
images/dry/metal108.jpg,dry recyclable household waste,dry
images/dry/cardboard58.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic49.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard239 2.jpg,plastic bottle waste,dry
images/dry/R_10085.jpg,metal or glass recyclable item,dry
images/dry/cardboard350.jpg,paper or cardboard recyclable waste,dry
images/dry/glass158.jpg,metal or glass recyclable item,dry
images/dry/R_10091.jpg,dry recyclable household waste,dry
images/dry/cardboard344.jpg,plastic bottle waste,dry
images/dry/R_10907.jpg,paper or cardboard recyclable waste,dry
images/dry/glass170.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard180 2.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard378.jpg,plastic bottle waste,dry
images/dry/glass164.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10913.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10720.jpg,plastic bottle waste,dry
images/dry/metal336.jpg,metal or glass recyclable item,dry
images/dry/plastic231.jpg,plastic bottle waste,dry
images/dry/cardboard138 2.jpg,plastic bottle waste,dry
images/dry/glass13.jpg,metal or glass recyclable item,dry
images/dry/cardboard393.jpg,dry recyclable household waste,dry
images/dry/R_10046.jpg,dry recyclable household waste,dry
images/dry/cardboard387.jpg,plastic bottle waste,dry
images/dry/R_10052.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic225.jpg,metal or glass recyclable item,dry
images/dry/R_10734.jpg,paper or cardboard recyclable waste,dry
images/dry/metal322.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard281 2.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10708.jpg,metal or glass recyclable item,dry
images/dry/plastic219.jpg,plastic bottle waste,dry
images/dry/plastic218.jpg,metal or glass recyclable item,dry
images/dry/R_10709.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10053.jpg,dry recyclable household waste,dry
images/dry/cardboard386.jpg,paper or cardboard recyclable waste,dry
images/dry/metal323.jpg,metal or glass recyclable item,dry
images/dry/R_10735.jpg,plastic bottle waste,dry
images/dry/plastic224.jpg,metal or glass recyclable item,dry
images/dry/plastic230.jpg,dry recyclable household waste,dry
images/dry/metal337.jpg,plastic bottle waste,dry
images/dry/cardboard25 2.jpg,dry recyclable household waste,dry
images/dry/cardboard300 2.jpg,metal or glass recyclable item,dry
images/dry/R_10721.jpg,dry recyclable household waste,dry
images/dry/R_10047.jpg,plastic bottle waste,dry
images/dry/cardboard392.jpg,paper or cardboard recyclable waste,dry
images/dry/glass12.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard345 2.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard60 2.jpg,paper or cardboard recyclable waste,dry
images/dry/glass165.jpg,plastic bottle waste,dry
images/dry/cardboard379.jpg,dry recyclable household waste,dry
images/dry/R_10912.jpg,metal or glass recyclable item,dry
images/dry/R_10906.jpg,plastic bottle waste,dry
images/dry/glass171.jpg,plastic bottle waste,dry
images/dry/cardboard345.jpg,metal or glass recyclable item,dry
images/dry/R_10090.jpg,metal or glass recyclable item,dry
images/dry/glass159.jpg,plastic bottle waste,dry
images/dry/cardboard351.jpg,metal or glass recyclable item,dry
images/dry/R_10084.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic48.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard59.jpg,dry recyclable household waste,dry
images/dry/R_10279.jpg,plastic bottle waste,dry
images/dry/metal109.jpg,metal or glass recyclable item,dry
images/dry/R_10537.jpg,dry recyclable household waste,dry
images/dry/metal121.jpg,dry recyclable household waste,dry
images/dry/plastic74.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard184.jpg,dry recyclable household waste,dry
images/dry/cardboard65.jpg,metal or glass recyclable item,dry
images/dry/R_10251.jpg,plastic bottle waste,dry
images/dry/cardboard159 2.jpg,dry recyclable household waste,dry
images/dry/glass398.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard190.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic60.jpg,dry recyclable household waste,dry
images/dry/cardboard71.jpg,metal or glass recyclable item,dry
images/dry/R_10245.jpg,dry recyclable household waste,dry
images/dry/R_10523.jpg,plastic bottle waste,dry
images/dry/metal135.jpg,paper or cardboard recyclable waste,dry
images/dry/glass401.jpg,paper or cardboard recyclable waste,dry
images/dry/glass367.jpg,paper or cardboard recyclable waste,dry
images/dry/glass373.jpg,dry recyclable household waste,dry
images/dry/glass415.jpg,metal or glass recyclable item,dry
images/dry/cardboard258 2.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10292.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard147.jpg,metal or glass recyclable item,dry
images/dry/R_10286.jpg,plastic bottle waste,dry
images/dry/cardboard153.jpg,paper or cardboard recyclable waste,dry
images/dry/glass429.jpg,dry recyclable household waste,dry
images/dry/R_10319.jpg,paper or cardboard recyclable waste,dry
images/dry/metal41.jpg,metal or glass recyclable item,dry
images/dry/R_11007.jpg,metal or glass recyclable item,dry
images/dry/metal55.jpg,paper or cardboard recyclable waste,dry
images/dry/R_11013.jpg,metal or glass recyclable item,dry
images/dry/cardboard199 2.jpg,dry recyclable household waste,dry
images/dry/plastic152.jpg,metal or glass recyclable item,dry
images/dry/cardboard265 2.jpg,plastic bottle waste,dry
images/dry/R_10443.jpg,plastic bottle waste,dry
images/dry/R_10325.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard220 2.jpg,metal or glass recyclable item,dry
images/dry/R_10331.jpg,paper or cardboard recyclable waste,dry
images/dry/metal69.jpg,metal or glass recyclable item,dry
images/dry/R_10457.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic146.jpg,plastic bottle waste,dry
images/dry/metal82.jpg,metal or glass recyclable item,dry
images/dry/glass213.jpg,metal or glass recyclable item,dry
images/dry/glass207.jpg,metal or glass recyclable item,dry
images/dry/metal96.jpg,dry recyclable household waste,dry
images/dry/cardboard298 2.jpg,plastic bottle waste,dry
images/dry/R_10480.jpg,plastic bottle waste,dry
images/dry/cardboard164 2.jpg,metal or glass recyclable item,dry
images/dry/plastic191.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard121 2.jpg,plastic bottle waste,dry
images/dry/plastic185.jpg,metal or glass recyclable item,dry
images/dry/R_10494.jpg,dry recyclable household waste,dry
images/dry/cardboard385 2.jpg,dry recyclable household waste,dry
images/dry/R_10669.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic378.jpg,plastic bottle waste,dry
images/dry/plastic436.jpg,dry recyclable household waste,dry
images/dry/R_10127.jpg,dry recyclable household waste,dry
images/dry/R_10641.jpg,metal or glass recyclable item,dry
images/dry/R_10899.jpg,paper or cardboard recyclable waste,dry
images/dry/metal257.jpg,plastic bottle waste,dry
images/dry/plastic350.jpg,dry recyclable household waste,dry
images/dry/plastic344.jpg,plastic bottle waste,dry
images/dry/R_10655.jpg,paper or cardboard recyclable waste,dry
images/dry/metal243.jpg,plastic bottle waste,dry
images/dry/R_10133.jpg,plastic bottle waste,dry
images/dry/plastic422.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10866.jpg,plastic bottle waste,dry
images/dry/R_10872.jpg,dry recyclable household waste,dry
images/dry/cardboard219.jpg,dry recyclable household waste,dry
images/dry/cardboard231.jpg,plastic bottle waste,dry
images/dry/plastic393.jpg,metal or glass recyclable item,dry
images/dry/metal294.jpg,metal or glass recyclable item,dry
images/dry/R_10682.jpg,paper or cardboard recyclable waste,dry
images/dry/metal280.jpg,metal or glass recyclable item,dry
images/dry/R_10696.jpg,metal or glass recyclable item,dry
images/dry/cardboard378 2.jpg,dry recyclable household waste,dry
images/dry/plastic387.jpg,dry recyclable household waste,dry
images/dry/cardboard18 2.jpg,plastic bottle waste,dry
images/dry/cardboard225.jpg,plastic bottle waste,dry
images/dry/R_10876.jpg,dry recyclable household waste,dry
images/dry/metal4.jpg,dry recyclable household waste,dry
images/dry/R_10862.jpg,dry recyclable household waste,dry
images/dry/cardboard209.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard219 2.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard221.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic383.jpg,metal or glass recyclable item,dry
images/dry/R_10692.jpg,dry recyclable household waste,dry
images/dry/metal284.jpg,dry recyclable household waste,dry
images/dry/R_10686.jpg,paper or cardboard recyclable waste,dry
images/dry/metal290.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic397.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard235.jpg,dry recyclable household waste,dry
images/dry/R_10679.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic368.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic426.jpg,plastic bottle waste,dry
images/dry/R_10137.jpg,dry recyclable household waste,dry
images/dry/cardboard118 2.jpg,dry recyclable household waste,dry
images/dry/R_10889.jpg,plastic bottle waste,dry
images/dry/metal247.jpg,dry recyclable household waste,dry
images/dry/R_10651.jpg,dry recyclable household waste,dry
images/dry/plastic340.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic354.jpg,plastic bottle waste,dry
images/dry/metal253.jpg,dry recyclable household waste,dry
images/dry/R_10645.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10123.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic432.jpg,dry recyclable household waste,dry
images/dry/cardboard99 2.jpg,paper or cardboard recyclable waste,dry
images/dry/metal92.jpg,metal or glass recyclable item,dry
images/dry/glass203.jpg,paper or cardboard recyclable waste,dry
images/dry/glass217.jpg,plastic bottle waste,dry
images/dry/metal86.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10490.jpg,plastic bottle waste,dry
images/dry/plastic181.jpg,metal or glass recyclable item,dry
images/dry/plastic195.jpg,plastic bottle waste,dry
images/dry/R_10484.jpg,paper or cardboard recyclable waste,dry
images/dry/R_11017.jpg,dry recyclable household waste,dry
images/dry/R_10309.jpg,plastic bottle waste,dry
images/dry/metal51.jpg,paper or cardboard recyclable waste,dry
images/dry/R_11003.jpg,paper or cardboard recyclable waste,dry
images/dry/metal45.jpg,paper or cardboard recyclable waste,dry
images/dry/plastic142.jpg,plastic bottle waste,dry
images/dry/cardboard5 2.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10453.jpg,metal or glass recyclable item,dry
images/dry/R_10335.jpg,metal or glass recyclable item,dry
images/dry/cardboard304 2.jpg,dry recyclable household waste,dry
images/dry/cardboard21 2.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10321.jpg,paper or cardboard recyclable waste,dry
images/dry/metal79.jpg,paper or cardboard recyclable waste,dry
images/dry/R_10447.jpg,metal or glass recyclable item,dry
images/dry/cardboard64 2.jpg,plastic bottle waste,dry
images/dry/cardboard341 2.jpg,plastic bottle waste,dry
images/dry/plastic156.jpg,metal or glass recyclable item,dry
images/dry/glass411.jpg,dry recyclable household waste,dry
images/dry/glass377.jpg,metal or glass recyclable item,dry
images/dry/glass363.jpg,plastic bottle waste,dry
images/dry/glass405.jpg,metal or glass recyclable item,dry
images/dry/cardboard157.jpg,dry recyclable household waste,dry
images/dry/R_10282.jpg,metal or glass recyclable item,dry
images/dry/cardboard143.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard59 2.jpg,dry recyclable household waste,dry
images/dry/R_10296.jpg,dry recyclable household waste,dry
images/dry/glass439.jpg,paper or cardboard recyclable waste,dry
images/dry/cardboard339 2.jpg,metal or glass recyclable item,dry
images/dry/cardboard49.jpg,metal or glass recyclable item,dry
